race_id,馬,騎手,馬番,走破時間,オッズ,通過順,着順,体重,体重変化,性,齢,斤量,上がり,人気,レース名,日付,開催,クラス,芝・ダート,距離,回り,馬場,天気,場id,場名,距離差,日付差,日付1,馬番1,騎手1,斤量1,オッズ1,体重1,体重変化1,上がり1,通過順1,着順1,距離1,クラス1,走破時間1,芝・ダート1,天気1,馬場1,距離差1,日付差1,日付2,馬番2,騎手2,斤量2,オッズ2,体重2,体重変化2,上がり2,通過順2,着順2,距離2,クラス2,走破時間2,芝・ダート2,天気2,馬場2,距離差2,日付差2,日付3,馬番3,騎手3,斤量3,オッズ3,体重3,体重変化3,上がり3,通過順3,着順3,距離3,クラス3,走破時間3,芝・ダート3,天気3,馬場3,距離差3,日付差3,日付4,馬番4,騎手4,斤量4,オッズ4,体重4,体重変化4,上がり4,通過順4,着順4,距離4,クラス4,走破時間4,芝・ダート4,天気4,馬場4,距離差4,日付差4,日付5,馬番5,騎手5,斤量5,オッズ5,体重5,体重変化5,上がり5,通過順5,着順5,距離5,クラス5,走破時間5,芝・ダート5,天気5,馬場5
202210040812,21182,245,11,-2.374480603929078,29.7,13.5,11,476,-12,0,4,57.0,36.8,9.0,12,1734,262,4,0,2600,0,0,0,9,4,0.0,43.0,1693.0,14.0,213,57.0,37.4,488.0,24.0,36.9,14.0,7.0,2600.0,4.0,-2.5672869673332186,0.0,1.0,1.0,0.0,,,14.0,198,57.0,37.4,488.0,24.0,36.9,14.0,7.0,2600.0,4.0,-2.5672869673332186,0.0,1.0,1.0,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040812,14389,45,12,-2.3704638046914908,73.0,8.0,10,488,-2,0,4,57.0,37.2,12.0,12,1734,262,4,0,2600,0,0,0,9,4,600.0,607.0,1130.0,12.0,211,56.0,8.7,504.0,0.0,35.3,11.25,13.0,2000.0,3.0,-1.0047520639121594,0.0,1.0,0.0,,,,,226,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040812,284,254,1,-2.4990013802942523,103.9,9.5,15,468,-10,0,3,51.0,39.9,14.0,12,1734,262,4,0,2600,0,0,0,9,4,800.0,427.0,1309.0,12.0,85,54.0,79.3,464.0,0.0,37.7,12.5,12.0,1800.0,3.0,-0.4705177653131855,0.0,1.0,0.0,,,,,226,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040812,2145,185,10,-2.3222622138404563,3.9,9.5,2,490,0,0,4,57.0,36.0,1.0,12,1734,262,4,0,2600,0,0,0,9,4,0.0,43.0,1693.0,8.0,39,57.0,5.6,490.0,-8.0,38.8,1.0,3.0,2600.0,4.0,-2.5231021757197696,0.0,1.0,1.0,0.0,13.0,1680.0,7.0,103,57.0,30.0,498.0,-10.0,34.6,10.0,3.0,2600.0,4.0,-2.286111020702179,0.0,0.0,0.0,400.0,204.0,1473.0,14.0,96,55.0,30.9,506.0,-4.0,37.4,2.0,8.0,2200.0,4.0,-1.3461799991069916,0.0,0.0,0.0,200.0,14.0,1459.0,4.0,92,56.0,13.4,510.0,-10.0,36.1,8.75,12.0,2000.0,4.0,-0.8480968936462946,0.0,1.0,0.0,0.0,321.0,1142.0,7.0,94,56.0,51.9,520.0,0.0,35.5,7.0,7.0,2000.0,7.0,-0.924416079160434,0.0,1.0,0.0
202210040812,3676,57,14,-2.326279013078042,6.2,5.0,4,466,-4,0,3,50.0,36.5,4.0,12,1734,262,4,0,2600,0,0,0,9,4,0.0,7.0,1728.0,14.0,235,56.0,4.8,470.0,0.0,35.7,3.75,3.0,2600.0,1.0,-2.3383294107908013,0.0,0.0,0.0,0.0,49.0,1680.0,15.0,219,56.0,19.0,470.0,0.0,35.7,1.75,3.0,2600.0,1.0,-2.342346210028387,0.0,0.0,0.0,600.0,77.0,1604.0,11.0,194,56.0,10.0,470.0,-4.0,36.9,3.5,9.0,2000.0,1.0,-0.8440800944087087,0.0,0.0,0.0,-200.0,29.0,1576.0,10.0,62,56.0,10.4,474.0,0.0,36.1,3.25,6.0,2200.0,1.0,-1.4345495823338903,0.0,3.0,1.0,200.0,104.0,1467.0,1.0,198,55.0,11.5,480.0,0.0,35.8,15.75,7.0,2000.0,1.0,-0.8641640905966399,0.0,1.0,0.0
202210040812,5362,166,6,-2.4146485963049407,82.7,9.25,13,502,10,2,3,52.0,38.0,13.0,12,1734,262,4,0,2600,0,0,0,9,4,800.0,134.0,1603.0,3.0,117,56.0,16.2,492.0,-8.0,34.7,5.5,6.0,1800.0,4.0,-0.3098457958097347,0.0,1.0,0.0,-200.0,125.0,1474.0,3.0,33,55.0,6.0,502.0,0.0,36.1,4.25,6.0,2000.0,3.0,-1.044920056288022,0.0,0.0,0.0,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040812,7324,163,15,-2.2981614184149386,4.3,7.25,1,478,6,0,3,54.0,35.6,2.0,12,1734,262,4,0,2600,0,0,0,9,4,800.0,106.0,1631.0,9.0,201,56.0,8.6,472.0,-2.0,34.5,2.0,4.0,1800.0,4.0,-0.2536106064835267,0.0,1.0,0.0,-600.0,70.0,1562.0,7.0,161,56.0,13.2,482.0,-8.0,34.2,4.0,4.0,2400.0,4.0,-1.8683638999932068,0.0,0.0,0.0,400.0,27.0,1533.0,8.0,153,56.0,3.6,490.0,14.0,36.8,4.25,2.0,2000.0,4.0,-0.8962984844973301,0.0,1.0,1.0,0.0,78.0,1452.0,4.0,148,55.0,29.6,476.0,-4.0,35.9,3.75,5.0,2000.0,7.0,-0.9123656814476752,0.0,1.0,0.0,0.0,42.0,1411.0,9.0,144,55.0,5.2,480.0,-2.0,36.1,3.0,1.0,2000.0,1.0,-0.836046495933536,0.0,0.0,0.0
202210040812,11303,89,9,-2.3704638046914908,46.9,12.0,9,500,4,0,3,54.0,37.0,10.0,12,1734,262,4,0,2600,0,0,0,9,4,0.0,43.0,1693.0,5.0,140,54.0,8.8,496.0,-2.0,40.0,9.75,14.0,2600.0,4.0,-2.6636901490352893,0.0,1.0,1.0,600.0,20.0,1673.0,1.0,76,54.0,17.2,498.0,6.0,38.0,7.25,10.0,2000.0,4.0,-0.7677609088945693,0.0,1.0,0.0,-400.0,15.0,1658.0,4.0,70,53.0,36.0,492.0,12.0,34.3,1.0,2.0,2400.0,4.0,-1.8683638999932068,0.0,1.0,0.0,200.0,104.0,1556.0,5.0,132,56.0,5.3,478.0,-6.0,37.1,1.75,7.0,2200.0,1.0,-1.366263995294923,0.0,1.0,0.0,400.0,22.0,1532.0,5.0,128,56.0,2.2,484.0,0.0,36.0,2.5,3.0,1800.0,1.0,-0.2817282011466307,0.0,0.0,0.0
202210040812,9447,221,7,-2.346363009265973,12.7,7.75,6,488,10,0,3,54.0,36.6,6.0,12,1734,262,4,0,2600,0,0,0,9,4,600.0,113.0,1624.0,3.0,75,56.0,22.7,478.0,-10.0,36.0,7.75,7.0,2000.0,4.0,-0.840063295171122,0.0,0.0,2.0,0.0,27.0,1597.0,3.0,219,56.0,7.1,488.0,-4.0,35.0,2.0,3.0,2000.0,4.0,-0.7516937119442244,0.0,0.0,0.0,-400.0,70.0,1526.0,1.0,38,56.0,32.8,492.0,6.0,34.5,7.25,8.0,2400.0,4.0,-1.896481494656312,0.0,1.0,0.0,400.0,84.0,1439.0,10.0,96,55.0,5.1,486.0,4.0,36.9,12.75,1.0,2000.0,1.0,-0.8521136928838812,0.0,0.0,0.0,200.0,22.0,1418.0,7.0,94,55.0,6.2,482.0,6.0,35.3,7.5,3.0,1800.0,1.0,-0.2576274057211127,0.0,0.0,0.0
202210040812,16281,93,13,-2.482934183343907,7.2,12.0,14,524,2,0,3,54.0,39.5,5.0,12,1734,262,4,0,2600,0,0,0,9,4,300.0,119.0,1618.0,1.0,85,56.0,2.1,522.0,12.0,34.0,1.0,1.0,2300.0,1.0,-1.651456741163549,0.0,0.0,0.0,100.0,105.0,1513.0,4.0,80,56.0,2.3,510.0,-6.0,36.1,1.0,3.0,2200.0,1.0,-1.314045605206302,0.0,1.0,0.0,0.0,15.0,1498.0,3.0,74,56.0,17.8,516.0,-4.0,36.5,1.0,3.0,2200.0,1.0,-1.314045605206302,0.0,0.0,0.0,400.0,14.0,1480.0,8.0,72,55.0,14.8,520.0,0.0,35.4,7.5,7.0,1800.0,3.0,-0.3178793942849068,0.0,1.0,0.0,0.0,,,8.0,70,55.0,14.8,520.0,0.0,35.4,7.5,7.0,1800.0,3.0,-0.3178793942849068,0.0,1.0,0.0
202210040812,17459,85,8,-2.326279013078042,5.2,2.5,5,492,8,2,4,57.0,36.8,3.0,12,1734,262,4,0,2600,0,0,0,9,4,0.0,56.0,1680.0,2.0,77,57.0,5.2,484.0,-6.0,34.8,2.5,2.0,2600.0,4.0,-2.2820942214645936,0.0,0.0,0.0,0.0,239.0,1438.0,10.0,119,55.0,6.6,480.0,6.0,37.0,1.0,6.0,2600.0,4.0,-2.438749391730458,0.0,0.0,0.0,400.0,97.0,1343.0,12.0,111,53.0,15.0,474.0,4.0,35.5,9.0,11.0,2200.0,4.0,-1.3260960029190605,0.0,1.0,0.0,-400.0,28.0,1316.0,9.0,106,54.0,19.2,470.0,-2.0,34.8,1.0,2.0,2600.0,4.0,-2.290127819939765,0.0,1.0,0.0,1000.0,112.0,1206.0,9.0,32,56.0,26.4,466.0,-8.0,39.1,5.333333333333333,9.0,1600.0,4.0,0.0516661355730295,0.0,2.0,3.0
202210040812,19755,188,5,-2.3784974031666644,139.1,3.0,12,444,6,1,3,49.0,38.1,15.0,12,1734,262,4,0,2600,0,0,0,9,4,600.0,14.0,1721.0,4.0,42,54.0,56.8,438.0,-10.0,35.6,10.25,6.0,2000.0,1.0,-0.836046495933536,0.0,0.0,1.0,200.0,22.0,1700.0,8.0,207,51.0,50.2,448.0,2.0,34.8,13.0,8.0,1800.0,1.0,-0.245577008008354,0.0,0.0,0.0,0.0,105.0,1596.0,11.0,212,51.0,247.5,444.0,0.0,38.0,8.75,7.0,1800.0,1.0,-0.4182993752245635,0.0,1.0,1.0,400.0,132.0,1460.0,15.0,105,54.0,17.6,448.0,-10.0,36.0,16.0,17.0,1400.0,1.0,0.6541860212109701,0.0,0.0,0.0,-200.0,56.0,1405.0,1.0,84,51.0,47.1,458.0,0.0,33.6,15.5,13.0,1600.0,3.0,0.1159349233744102,0.0,0.0,0.0
202210040812,20783,222,4,-2.366447005453905,70.9,11.25,8,462,2,2,5,57.0,36.9,11.0,12,1734,262,4,0,2600,0,0,0,9,4,400.0,28.0,1707.0,8.0,125,57.0,150.6,460.0,-4.0,35.8,8.25,6.0,2200.0,4.0,-1.301995207493543,0.0,0.0,0.0,0.0,57.0,1651.0,2.0,116,57.0,156.1,464.0,0.0,37.3,6.25,7.0,2200.0,4.0,-1.3260960029190605,0.0,1.0,0.0,0.0,21.0,1631.0,1.0,109,57.0,182.6,464.0,2.0,34.9,3.25,6.0,2200.0,4.0,-1.4104487869083728,0.0,3.0,0.0,400.0,21.0,1610.0,11.0,119,55.0,32.3,462.0,-10.0,36.8,8.25,9.0,1800.0,4.0,-0.3741145836111148,0.0,0.0,1.0,-600.0,14.0,1596.0,11.0,163,57.0,244.6,472.0,12.0,34.8,10.25,10.0,2400.0,4.0,-2.057153464159762,0.0,0.0,0.0
202210040812,20787,117,3,-2.3222622138404563,23.9,1.5,3,456,-8,0,3,53.0,36.9,8.0,12,1734,262,4,0,2600,0,0,0,9,4,0.0,7.0,1728.0,4.0,104,55.0,34.6,464.0,1.0,35.7,2.25,2.0,2600.0,1.0,-2.3383294107908013,0.0,0.0,0.0,600.0,342.0,1385.0,10.0,109,54.0,18.1,472.0,0.0,34.7,5.25,6.0,2000.0,1.0,-0.96056727229871,0.0,1.0,0.0,0.0,22.0,1364.0,12.0,102,54.0,5.3,472.0,0.0,37.1,5.5,5.0,2000.0,3.0,-0.8721976890718126,0.0,0.0,0.0,0.0,,,12.0,97,54.0,5.3,472.0,0.0,37.1,5.5,5.0,2000.0,3.0,-0.8721976890718126,0.0,0.0,0.0,0.0,,,12.0,94,54.0,5.3,472.0,0.0,37.1,5.5,5.0,2000.0,3.0,-0.8721976890718126,0.0,0.0,0.0
202210040812,21018,250,2,-2.3584134069787326,21.2,2.5,7,490,-2,0,3,54.0,37.9,7.0,12,1734,262,4,0,2600,0,0,0,9,4,0.0,56.0,1680.0,4.0,139,54.0,10.9,492.0,-6.0,35.4,5.5,7.0,2600.0,4.0,-2.314228615365284,0.0,0.0,0.0,1000.0,225.0,1452.0,9.0,129,55.0,46.5,494.0,2.0,34.7,17.0,6.0,1600.0,1.0,0.2404556997395844,0.0,0.0,0.0,0.0,48.0,1405.0,7.0,102,55.0,4.0,492.0,-6.0,35.0,3.0,7.0,1600.0,1.0,0.1802037111757903,0.0,0.0,0.0,0.0,20.0,1385.0,10.0,102,54.0,2.6,498.0,0.0,34.6,5.666666666666667,3.0,1600.0,3.0,0.1520861165126863,0.0,1.0,0.0,,,,,204,,,,,,,,,,,,,
202210040811,12561,51,8,1.2888403007496014,33.2,2.0,9,466,2,1,2,54.0,35.8,10.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,42.0,1694.0,11.0,48,53.0,5.2,464.0,-14.0,35.1,1.0,1.0,1200.0,1.0,1.3169578954127048,0.0,0.0,0.0,0.0,15.0,1679.0,7.0,45,53.0,12.5,478.0,0.0,34.6,5.0,3.0,1200.0,3.0,1.2848235015120146,0.0,0.0,1.0,0.0,,,7.0,41,53.0,12.5,478.0,0.0,34.6,5.0,3.0,1200.0,3.0,1.2848235015120146,0.0,0.0,1.0,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040811,175,179,2,1.276789903036842,28.1,5.5,12,410,-2,1,2,54.0,35.8,8.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,42.0,1694.0,14.0,127,54.0,3.1,412.0,0.0,36.2,3.0,1.0,1200.0,3.0,1.212521115235462,0.0,0.0,0.0,0.0,,,14.0,118,54.0,3.1,412.0,0.0,36.2,3.0,1.0,1200.0,3.0,1.212521115235462,0.0,0.0,0.0,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040811,4614,185,5,1.276789903036842,6.2,1.0,11,478,10,0,2,54.0,36.2,2.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,84.0,1652.0,8.0,160,54.0,2.8,468.0,0.0,35.2,2.0,1.0,1200.0,3.0,1.272773103799256,0.0,0.0,0.0,0.0,,,8.0,150,54.0,2.8,468.0,0.0,35.2,2.0,1.0,1200.0,3.0,1.272773103799256,0.0,0.0,0.0,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040811,6077,109,3,1.2486723083737383,193.9,11.0,13,442,-2,1,2,54.0,35.7,13.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,8.0,1727.0,10.0,125,53.0,25.0,444.0,-12.0,35.3,6.0,3.0,1200.0,7.0,1.272773103799256,0.0,0.0,0.0,0.0,14.0,1713.0,2.0,116,54.0,94.3,456.0,8.0,34.7,7.0,5.0,1200.0,7.0,1.2888403007496014,0.0,0.0,0.0,0.0,28.0,1686.0,12.0,188,54.0,13.1,448.0,-8.0,36.2,4.0,6.0,1200.0,1.0,1.244655509136152,0.0,1.0,1.0,0.0,14.0,1672.0,14.0,183,54.0,27.6,456.0,0.0,36.9,3.0,6.0,1200.0,3.0,1.2245715129482206,0.0,0.0,0.0,,,,,204,,,,,,,,,,,,,
202210040811,6092,93,10,1.3169578954127048,21.1,2.5,5,458,-8,1,2,54.0,35.0,7.0,748,1734,262,7,0,1200,0,0,0,9,4,-200.0,71.0,1665.0,6.0,144,54.0,8.3,470.0,0.0,38.7,5.5,9.0,1400.0,3.0,0.6341020250230387,0.0,0.0,0.0,0.0,,,6.0,134,54.0,8.3,470.0,0.0,38.7,5.5,9.0,1400.0,3.0,0.6341020250230387,0.0,0.0,0.0,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040811,7768,250,13,1.3209746946502914,51.2,9.0,3,436,2,1,2,54.0,34.2,11.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,15.0,1720.0,13.0,125,54.0,43.8,434.0,0.0,34.8,2.5,1.0,1200.0,3.0,1.312941096175119,0.0,0.0,0.0,0.0,,,13.0,116,54.0,43.8,434.0,0.0,34.8,2.5,1.0,1200.0,3.0,1.312941096175119,0.0,0.0,0.0,0.0,,,13.0,109,54.0,43.8,434.0,0.0,34.8,2.5,1.0,1200.0,3.0,1.312941096175119,0.0,0.0,0.0,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040811,2074,254,12,1.30089069846236,55.7,5.5,7,438,-2,0,2,54.0,35.2,12.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,22.0,1713.0,6.0,222,54.0,3.8,440.0,2.0,34.5,1.0,4.0,1200.0,7.0,1.3209746946502914,0.0,0.0,0.0,0.0,42.0,1672.0,5.0,207,51.0,1.3,438.0,4.0,35.7,2.0,1.0,1200.0,1.0,1.3169578954127048,0.0,0.0,0.0,0.0,20.0,1652.0,3.0,198,51.0,5.4,434.0,0.0,34.7,2.0,2.0,1200.0,3.0,1.252689107611325,0.0,0.0,0.0,0.0,,,3.0,193,51.0,5.4,434.0,0.0,34.7,2.0,2.0,1200.0,3.0,1.252689107611325,0.0,0.0,0.0,0.0,,,3.0,188,51.0,5.4,434.0,0.0,34.7,2.0,2.0,1200.0,3.0,1.252689107611325,0.0,0.0,0.0
202210040811,13507,89,11,1.3249914938878775,31.6,5.5,2,456,2,1,2,54.0,34.6,9.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,7.0,1728.0,1.0,218,54.0,2.1,454.0,0.0,34.9,1.0,1.0,1200.0,3.0,1.2968738992247737,0.0,0.0,0.0,0.0,,,1.0,203,54.0,2.1,454.0,0.0,34.9,1.0,1.0,1200.0,3.0,1.2968738992247737,0.0,0.0,0.0,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040811,17396,57,7,1.2808067022744287,6.5,11.0,10,408,-2,1,2,54.0,34.9,3.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,22.0,1713.0,9.0,54,54.0,9.0,410.0,-2.0,33.7,3.0,1.0,1200.0,7.0,1.3450754900758088,0.0,0.0,0.0,0.0,20.0,1694.0,7.0,50,50.0,7.1,412.0,10.0,34.8,8.5,3.0,1200.0,1.0,1.3089242969375323,0.0,0.0,0.0,0.0,21.0,1673.0,8.0,45,50.0,8.2,402.0,0.0,34.6,4.0,3.0,1200.0,3.0,1.3089242969375323,0.0,1.0,0.0,0.0,,,8.0,43,50.0,8.2,402.0,0.0,34.6,4.0,3.0,1200.0,3.0,1.3089242969375323,0.0,1.0,0.0,,,,,204,,,,,,,,,,,,,
202210040811,17962,85,4,1.2968738992247737,8.9,2.5,8,424,0,1,2,54.0,35.5,5.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,22.0,1713.0,12.0,77,54.0,2.8,424.0,0.0,34.3,1.0,1.0,1200.0,3.0,1.3089242969375323,0.0,0.0,0.0,0.0,,,12.0,72,54.0,2.8,424.0,0.0,34.3,1.0,1.0,1200.0,3.0,1.3089242969375323,0.0,0.0,0.0,0.0,,,12.0,66,54.0,2.8,424.0,0.0,34.3,1.0,1.0,1200.0,3.0,1.3089242969375323,0.0,0.0,0.0,0.0,,,12.0,64,54.0,2.8,424.0,0.0,34.3,1.0,1.0,1200.0,3.0,1.3089242969375323,0.0,0.0,0.0,,,,,204,,,,,,,,,,,,,
202210040811,18104,71,6,1.3089242969375323,14.2,9.0,6,478,2,0,2,54.0,34.6,6.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,14.0,1721.0,7.0,139,54.0,12.3,476.0,0.0,34.2,3.0,1.0,1200.0,3.0,1.3209746946502914,0.0,1.0,2.0,0.0,,,7.0,129,54.0,12.3,476.0,0.0,34.2,3.0,1.0,1200.0,3.0,1.3209746946502914,0.0,1.0,2.0,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040811,20878,163,1,1.329008293125464,7.4,13.0,1,498,-10,0,2,54.0,33.1,4.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,63.0,1673.0,6.0,139,54.0,4.2,508.0,0.0,34.4,3.0,1.0,1200.0,3.0,1.3249914938878775,0.0,1.0,0.0,0.0,,,6.0,129,54.0,4.2,508.0,0.0,34.4,3.0,1.0,1200.0,3.0,1.3249914938878775,0.0,1.0,0.0,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040811,15789,221,9,1.3169578954127048,2.6,4.0,4,484,8,0,2,54.0,35.0,1.0,748,1734,262,7,0,1200,0,0,0,9,4,0.0,84.0,1652.0,1.0,190,54.0,1.4,476.0,0.0,33.8,3.0,1.0,1200.0,3.0,1.276789903036842,0.0,0.0,0.0,,,,,226,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,204,,,,,,,,,,,,,
202210040809,8165,250,9,1.329008293125464,9.0,2.0,6,512,4,0,4,57.0,34.6,4.0,350,1734,262,5,0,1200,0,0,0,9,4,0.0,56.0,1680.0,4.0,218,57.0,6.2,508.0,2.0,34.2,3.0,2.0,1200.0,5.0,1.3490922893133954,0.0,0.0,0.0,0.0,42.0,1639.0,12.0,203,55.0,8.2,506.0,2.0,35.2,4.0,9.0,1200.0,5.0,1.276789903036842,0.0,0.0,0.0,0.0,22.0,1617.0,4.0,194,57.0,11.6,504.0,-14.0,34.4,4.5,6.0,1200.0,5.0,1.2808067022744287,0.0,0.0,0.0,-200.0,21.0,1596.0,8.0,62,57.0,9.2,518.0,-6.0,35.0,2.0,11.0,1400.0,5.0,0.8148579907144209,0.0,0.0,0.0,200.0,49.0,1546.0,9.0,61,57.0,7.5,524.0,-6.0,34.6,1.0,1.0,1200.0,4.0,1.3209746946502914,0.0,0.0,0.0
202210040809,955,163,11,1.329008293125464,7.9,2.0,5,466,4,0,3,55.0,34.6,3.0,350,1734,262,5,0,1200,0,0,0,9,4,0.0,42.0,1694.0,10.0,117,54.0,24.4,462.0,-6.0,35.4,3.5,5.0,1200.0,5.0,1.3370418916006364,0.0,1.0,0.0,-200.0,28.0,1666.0,4.0,179,53.0,6.2,468.0,4.0,36.2,4.5,12.0,1400.0,5.0,0.7827235968137308,0.0,0.0,0.0,200.0,119.0,1547.0,1.0,136,56.0,6.4,464.0,-12.0,34.8,11.5,10.0,1200.0,7.0,1.2928570999871871,0.0,0.0,0.0,-200.0,29.0,1519.0,1.0,96,56.0,9.1,476.0,8.0,33.7,1.0,4.0,1400.0,7.0,0.7626396006257995,0.0,0.0,0.0,200.0,55.0,1460.0,7.0,93,55.0,7.3,468.0,0.0,34.2,3.0,1.0,1200.0,4.0,1.2607227060864974,0.0,1.0,0.0
202210040809,1019,85,8,1.3209746946502914,46.3,7.0,10,448,-4,1,4,55.0,34.7,14.0,350,1734,262,5,0,1200,0,0,0,9,4,0.0,14.0,1721.0,14.0,25,55.0,14.4,452.0,-2.0,34.5,6.5,1.0,1200.0,4.0,1.341058690838223,0.0,0.0,1.0,0.0,85.0,1638.0,10.0,132,53.0,9.1,454.0,-12.0,34.6,9.5,8.0,1200.0,4.0,1.2567059068489106,0.0,0.0,0.0,0.0,111.0,1526.0,14.0,209,55.0,20.9,466.0,18.0,34.4,5.0,5.0,1200.0,4.0,1.30089069846236,0.0,0.0,0.0,0.0,197.0,1329.0,4.0,77,52.0,5.6,448.0,2.0,35.6,7.5,9.0,1200.0,4.0,1.2647395053240835,0.0,0.0,0.0,0.0,14.0,1315.0,5.0,75,54.0,10.6,446.0,-6.0,35.6,5.0,1.0,1200.0,1.0,1.2808067022744287,0.0,1.0,0.0
202210040809,2191,254,18,1.3450754900758088,6.0,12.0,1,488,4,0,3,55.0,33.6,2.0,350,1734,262,5,0,1200,0,0,0,9,4,0.0,57.0,1679.0,5.0,222,51.0,11.4,484.0,2.0,34.1,8.5,1.0,1200.0,4.0,1.3490922893133954,0.0,0.0,0.0,0.0,27.0,1652.0,13.0,207,51.0,7.7,482.0,0.0,33.9,11.0,3.0,1200.0,4.0,1.2968738992247737,0.0,0.0,0.0,0.0,21.0,1632.0,16.0,198,53.0,38.6,482.0,4.0,33.9,14.0,1.0,1200.0,1.0,1.2928570999871871,0.0,0.0,1.0,-600.0,197.0,1431.0,6.0,148,55.0,5.1,492.0,0.0,33.9,6.5,7.0,1800.0,3.0,-0.4624841668380128,0.0,0.0,0.0,0.0,,,6.0,144,55.0,5.1,492.0,0.0,33.9,6.5,7.0,1800.0,3.0,-0.4624841668380128,0.0,0.0,0.0
